filename,DISORDER,core_All_Metals,core_Open_Metal_Sites,temperature_Celsius,time_h,Yield_Percent,metal_ele1,metal_os1,counterions1,metal_ele2,metal_os2,counterions2,metal_ele3,metal_os3,counterions3,metal_ele4,metal_os4,counterions4,metal_ele5,metal_os5,counterions5,solvent1,sol_molratio1,solvent2,sol_molratio2,solvent3,sol_molratio3,solvent4,sol_molratio4,solvent5,sol_molratio5,additive1,additive2,additive3,additive4,additive5,other1,other2,other3,other4,other5,other6,other7,other8
SOJTOC_clean,,"Zn,K","Zn,K",120,48,∼49,Zn,2.0,Cl,K,1.0,,,,,,,,,,,962,,702.0,,,,,,,,,,,,,,,,,,,,
TIXVON_clean,,Mg,Mg,120,48,63,Mg,2.0,NO3,,,,,,,,,,,,,31374,0.438,962.0,0.562,,,,,,,14798.0,,,,,,,,,,,,
WIJXEU_clean,,Zn,Zn,120,48,20,Zn,2.0,NO3,,,,,,,,,,,,,6228,1.0,,,,,,,,,,,,,,,,,,,,,
WOPHEQ_clean,,Co, ,120,48,60.0,Co,2.0,NO3,,,,,,,,,,,,,6228,0.045,962.0,0.955,,,,,,,944.0,,,,,,,,,,,,
XOTSIK_clean,,Cd,Cd,120,48,40,Cd,2.0,NO3,,,,,,,,,,,,,6228,1.0,,,,,,,,,,,,,,,,,,,,,
YOYYUI_clean,DISORDER,Zn,Zn,120,48,28,Zn,2.0,NO3,,,,,,,,,,,,,31374,0.369,962.0,0.631,,,,,,,,,,,,,,,,,,,
GUJTOV_clean,,"Mo,Cu","Mo,Cu",120,66,30,Mo,6.0,O,Cu,2.0,Cl,,,,,,,,,,962,1.0,,,,,,,,,,,,,,,,,,,,,
ATIBOU02_clean,,Mn, ,120,72,73,Mn,2.0,NO3,,,,,,,,,,,,,6228,1.0,,,,,,,,,,,,,,,,,,,,,
COPXOV_clean,,Co, ,120,72,,Co,2.0,OAc,,,,,,,,,,,,,962,1.0,,,,,,,,,14798.0,,,,,,,,,,,,
DADXUE_clean,DISORDER,Cd,Cd,120,72,84,Cd,2.0,NO3,,,,,,,,,,,,,31374,0.814,887.0,0.186,,,,,,,,,,,,,,,,,,,
EYULOA_clean,,Co, ,120,72,61,Co,2.0,NO3,,,,,,,,,,,,,6228,1.0,,,,,,,,,,,,,,,,,,,,,
FIHRIZ_clean,,Ni, ,120,72,80,Ni,2.0,NO3,,,,,,,,,,,,,31374,0.467,887.0,0.533,,,,,,,,,,,,,,,,,,,
FURFIJ_clean,,Cd,Cd,120,72,43,Cd,2.0,NO3,,,,,,,,,,,,,31374,1.0,,,,,,,,,,,,,,,,,,,,,
FURFOP_clean,,Zn, ,120,72,54,Zn,2.0,NO3,,,,,,,,,,,,,31374,1.0,,,,,,,,,,,,,,,,,,,,,
GERWOR_charged,,"Cd,Si", ,120,72,29,Cd,2.0,NO3,Si,-1.0,,,,,,,,,,,6228,1.0,,,,,,,,,313.0,,,,,,,,,,,,
GEVYEN_clean,,Zn, ,120,72,,Zn,2.0,NO3,,,,,,,,,,,,,962,1.0,,,,,,,,,,,,,,,,,,,,,
GEZRAG_clean,,Co,Co,120,72,60,Co,2.0,Ac,,,,,,,,,,,,,887,1.0,,,,,,,,,,,,,,,,,,,,,
HAPGIR_clean,,Mn,Mn,120,72,28,Mn,2.0,Ac,,,,,,,,,,,,,6228,0.729,6342.0,0.271,,,,,,,,,,,,,,,,,,,
HAWGIX_charged,,Cd, ,120,72,38,Cd,2.0,CH3COO,,,,,,,,,,,,,887,0.308,962.0,0.692,,,,,,,,,,,,,,,,,,,
HOXSUK_clean,,Ni,Ni,120,72,47,Ni,2.0,NO3,,,,,,,,,,,,,6228,0.278,31275.0,0.126,962.0,0.595,,,,,,,,,,,,,,,,,
IYOQIY_clean,,Cd,Cd,120,72,55,Cd,2.0,NO3,,,,,,,,,,,,,6228,0.366,702.0,0.243,962.0,0.391,,,,,944.0,14798.0,,,,,,,,,,,
IZIGUV_clean,,In,In,120,72,∼75,In,3.0,NO3,,,,,,,,,,,,,6228,0.483,962.0,0.517,,,,,,,284.0,,,,,,,,,,,,
KUKPOX_clean,,Cu,Cu,120,72,,Cu,2.0,Cl,,,,,,,,,,,,,962,0.818,6228.0,0.096,31275.0,0.087,,,,,,,,,,,,,,,,,
KUKPUD_clean,DISORDER,Cu,Cu,120,72,,Cu,2.0,Cl,,,,,,,,,,,,,962,0.852,6342.0,0.148,,,,,,,,,,,,,,,,,,,
LALFEL_clean,,Cd,Cd,120,72,,Cd,2.0,NO3,,,,,,,,,,,,,962,1.0,,,,,,,,,,,,,,,,,,,,,
LAWHUP_clean,,Cd, ,120,72,80,Cd,2.0,NO3,,,,,,,,,,,,,6228,0.082,702.0,0.217,962.0,0.701,,,,,,,,,,,,,,,,,
MEJQEZ_clean,,Zn, ,120,72,60,Zn,2.0,NO3,,,,,,,,,,,,,962,1.0,,,,,,,,,,,,,,,,,,,,,
MEJQID_clean,,Zn, ,120,72,70,Zn,2.0,NO3,,,,,,,,,,,,,31374,0.305,887.0,0.695,,,,,,,7293.0,,,,,,,,,,,,
MEJQOJ_clean,,Zn, ,120,72,75,Zn,2.0,NO3,,,,,,,,,,,,,13387,0.297,887.0,0.703,,,,,,,7293.0,,,,,,,,,,,,
NAWKII_clean,,Mg,Mg,120,72,,Mg,2.0,Cl,,,,,,,,,,,,,6228,0.539,962.0,0.461,,,,,,,,,,,,,,,,,,,
NOBVOR_clean,,Co, ,120,72,35,Co,2.0,ClO4,,,,,,,,,,,,,962,1.0,,,,,,,,,,,,,,,,,,,,,
NOHQEI_clean,DISORDER,In, ,120,72,86,In,3.0,NO3,,,,,,,,,,,,,12051,1.0,,,,,,,,,,,,,,,,,,,,,
NOQLOV01_charged,,In, ,120,72,56,In,3.0,NO3,,,,,,,,,,,,,962,1.0,,,,,,,,,313.0,3301.0,,,,,,,,,,,
NORJEL_clean,,Cd,Cd,120,72,49,Cd,2.0,NO3,,,,,,,,,,,,,962,0.955,6228.0,0.045,,,,,,,,,,,,,,,,,,,
OKIZIT_clean,DISORDER,Co, ,120,72,65,Co,2.0,NO3,,,,,,,,,,,,,31374,0.305,887.0,0.695,,,,,,,28118.0,,,,,,,,,,,,
OYEBIE_clean,,Zn, ,120,72,52.23,Zn,2.0,ClO4,,,,,,,,,,,,,962,1.0,,,,,,,,,,,,,,,,,,,,,
PIBGAK_clean,,Eu,Eu,120,72,56,Eu,3.0,NO3,,,,,,,,,,,,,6228,0.419,702.0,0.222,962.0,0.358,,,,,,,,,,,,,,,,,
PUZLAZ_clean,,In, ,120,72,,In,3.0,Cl,,,,,,,,,,,,,6228,1.0,,,,,,,,,,,,,,,,,,,,,
QASTUC_clean,,Mn, ,120,72,23,Mn,2.0,NO3,,,,,,,,,,,,,6228,1.0,,,,,,,,,,,,,,,,,,,,,
QIRWAR_clean,,Cu,Cu,120,72,,Cu,2.0,NO3,,,,,,,,,,,,,962,1.0,,,,,,,,,,,,,,,,,,,,,
REYCOP_clean,,Zn,Zn,120,72,65,Zn,2.0,Cl,,,,,,,,,,,,,962,0.742,6342.0,0.258,,,,,,,,,,,,,,,,,,,
RUVBOB_clean,,Cd, ,120,72,,Cd,2.0,NO3,,,,,,,,,,,,,6228,0.678,887.0,0.322,,,,,,,,,,,,,,,,,,,
SARMEE_clean,,Eu,Eu,120,72,49,Eu,3.0,Cl,,,,,,,,,,,,,962,1.0,,,,,,,,,14798.0,,,,,,,,,,,,
TEJBAN_clean,,Eu, ,120,72,47,Eu,3.0,O,,,,,,,,,,,,,962,1.0,,,,,,,,,,,,,,,,,,,,,
TEJLOL_clean,,Cd,Cd,120,72,60,Cd,2.0,NO3,,,,,,,,,,,,,6228,1.0,,,,,,,,,,,,,,,,,,,,,
TETZEZ_clean,,Zn,Zn,120,72,58,Zn,2.0,NO3,,,,,,,,,,,,,6228,1.0,,,,,,,,,,,,,,,,,,,,,
TETZID_clean,,Cd, ,120,72,45,Cd,2.0,NO3,,,,,,,,,,,,,962,1.0,,,,,,,,,14923.0,,,,,,,,,,,,
UQEGEE_clean,DISORDER,"Mo,V,Co","Mo,V,Co",120,72,,Mo,6.0,unknown,V,2.0,NH4|O,Co,2.0,Cl,,,,,,,962,1.0,,,,,,,,,313.0,,,,,,,,,,,,
UQEGII_clean,,"Mo,Ni,V","Mo,Ni,V",120,72,,Mo,2.0,unknown,Ni,2.0,Cl,V,4.0,NH4|O,,,,,,,962,1.0,,,,,,,,,313.0,,,,,,,,,,,,
VAGTAA_clean,,Mg,Mg,120,72,,Mg,2.0,NO3,,,,,,,,,,,,,6228,1.0,,,,,,,,,8471.0,,,,,,,,,,,,
VAQSEO_clean,,Cd,Cd,120,72,42,Cd,2.0,NO3,,,,,,,,,,,,,6228,0.072,962.0,0.928,,,,,,,14798.0,,,,,,,,,,,,
VIPXUO_clean,,Co,Co,120,72,53,Co,2.0,NO3,,,,,,,,,,,,,962,1.0,,,,,,,,,14798.0,,,,,,,,,,,,
WEGDIX_charged,,Cd,Cd,120,72,30,Cd,2.0,SO4,,,,,,,,,,,,,6228,1.0,,,,,,,,,,,,,,,,,,,,,
WODREO_clean,DISORDER,Co,Co,120,72,,Co,2.0,NO3,,,,,,,,,,,,,1049,0.009,6228.0,0.474,679.0,0.517,,,,,,,,,,,,,,,,,
YOKKIU_clean,,Co,Co,120,72,26,Co,2.0,NO3,,,,,,,,,,,,,702,0.677,887.0,0.323,,,,,,,,,,,,,,,,,,,
YOYBUL_clean,,Zn, ,120,72,,Zn,2.0,NO3,,,,,,,,,,,,,31374,0.373,962.0,0.479,702.0,0.149,,,,,,,,,,,,,,,,,
EVADIQ_clean,,Dy,Dy,120,96,,Dy,3.0,NO3,,,,,,,,,,,,,6228,0.566,679.0,0.088,962.0,0.346,,,,,,,,,,,,,,,,,
HEKTUO01_clean,,Cd,Cd,120,96,43,Cd,2.0,NO3,,,,,,,,,,,,,31374,1.0,,,,,,,,,,,,,,,,,,,,,
JUSBAC_clean,,Cd,Cd,120,96,33,Cd,2.0,NO3,,,,,,,,,,,,,6228,1.0,,,,,,,,,,,,,,,,,,,,,
NEVJEF_clean,,Cd,Cd,120,96,64,Cd,2.0,NO3,,,,,,,,,,,,,8028,0.182,962.0,0.818,,,,,,,14798.0,,,,,,,,,,,,
NEVJOP_clean,,Zn,Zn,120,96,67,Zn,2.0,NO3,,,,,,,,,,,,,8028,0.182,962.0,0.818,,,,,,,14798.0,,,,,,,,,,,,
UWELIS_clean,,Zn,Zn,120,96,,Zn,2.0,NO3,,,,,,,,,,,,,31374,1.0,,,,,,,,,,,,,,,,,,,,,
IQECIS_clean,,Co, ,120,120,,Co,2.0,SO4,,,,,,,,,,,,,31374,0.286,887.0,0.652,31275.0,0.062,,,,,28118.0,,,,,,,,,,,,
MAZSUD_clean,,Zn, ,120,120,83,Zn,2.0,NO3,,,,,,,,,,,,,6228,1.0,,,,,,,,,,,,,,,,,,,,,
OBIBAF_clean,,Mg,Mg,120,120,35,Mg,2.0,NO3,,,,,,,,,,,,,31374,0.51,962.0,0.49,,,,,,,,,,,,,,,,,,,
OBIBEJ_clean,,Ca,Ca,120,120,82,Ca,2.0,Cl,,,,,,,,,,,,,6228,0.553,962.0,0.447,,,,,,,,,,,,,,,,,,,
OBIBOT_clean,,Ba,Ba,120,120,23,Ba,2.0,NO3,,,,,,,,,,,,,31374,0.51,962.0,0.49,,,,,,,,,,,,,,,,,,,
RIPWEU_clean,DISORDER,"W,Na,Mn,Sm,K","W,Na,Mn,Sm,K",120,120,35,W,6.0,unknown,Na,1.0,unknown,Mn,2.0,,Sm,3.0,NO3,K,1.0,unknown,962,1.0,,,,,,,,,517045.0,,,,,,,,,,,,
RIPWIY_clean,,"W,Na,Sm,K","W,Na,Sm,K",120,120,38,W,5.0,unknown,Na,1.0,unknown,Sm,3.0,NO3,K,1.0,unknown,,,,962,1.0,,,,,,,,,517045.0,,,,,,,,,,,,
TAGTUT_clean,,Mg,Mg,120,120,,Mg,2.0,NO3,,,,,,,,,,,,,31374,0.746,81646.0,0.254,,,,,,,73706.0,,,,,,,,,,,,
TAGVAB_clean,,Mg,Mg,120,120,,Mg,2.0,NO3,,,,,,,,,,,,,8113,0.633,702.0,0.367,,,,,,,,,,,,,,,,,,,
YOVNUU_clean,DISORDER,Ni, ,120,120,35,Ni,2.0,NO3,,,,,,,,,,,,,6228,1.0,,,,,,,,,8471.0,,,,,,,,,,,,
YOVPEG_clean,,Co, ,120,120,35,Co,2.0,OAc,,,,,,,,,,,,,6228,0.981,1049.0,0.019,,,,,,,,,,,,,,,,,,,
BIHMUC_clean,,Co,Co,120,144,,Co,2.0,Cl,,,,,,,,,,,,,962,1.0,,,,,,,,,14798.0,,,,,,,,,,,,
HELDOT_clean,,Co,Co,120,168,,Co,2.0,Cl,,,,,,,,,,,,,31374,1.0,,,,,,,,,,,,,,,,,,,,,
RUGKOV_clean,,Zn,Zn,120,336,,Zn,2.0,NO3,,,,,,,,,,,,,6228,0.678,962.0,0.322,,,,,,,,,,,,,,,,,,,
BEFGEA_manual,,In, ,130,24,,In,3.0,Cl,,,,,,,,,,,,,6228,0.481,31275.0,0.291,962.0,0.228,,,,,944.0,,,,,,,,,,,,
ILEPEW_clean,DISORDER,"Ba,La",Ba,160,12,41,Ba,2.0,NO3,La,3.0,NO3,,,,,,,,,,962,0.81,6228.0,0.19,,,,,,,944.0,,,,,,,,,,,,
NAGQET_clean,,Co, ,130,24,,Co,2.0,Cl,,,,,,,,,,,,,6228,0.678,962.0,0.322,,,,,,,,,,,,,,,,,,,
NAGQOD_clean,,Co, ,130,24,,Co,2.0,Cl,,,,,,,,,,,,,962,1.0,,,,,,,,,,,,,,,,,,,,,
PAFNAO_clean,DISORDER,Cd,Cd,130,24,62,Cd,2.0,NO3,,,,,,,,,,,,,962,0.832,887.0,0.168,,,,,,,14798.0,,,,,,,,,,,,
VICSIL_clean,,Cu, ,130,24,72,Cu,2.0,Cl,,,,,,,,,,,,,887,0.182,962.0,0.818,,,,,,,14798.0,,,,,,,,,,,,
WOXKOL_clean,,Mn,Mn,130,24,58,Mn,2.0,Cl,,,,,,,,,,,,,962,0.81,6228.0,0.19,,,,,,,14798.0,,,,,,,,,,,,
FECYUJ_clean,,Zn,Zn,130,28,,Zn,2.0,NO3,,,,,,,,,,,,,6228,1.0,,,,,,,,,,,,,,,,,,,,,
HEBJAB_clean,,Co,Co,130,48,∼56,Co,2.0,CH3COO,,,,,,,,,,,,,962,1.0,,,,,,,,,14798.0,,,,,,,,,,,,
IVUVIG_clean,,Sm,Sm,130,48,,Sm,3.0,NO3,,,,,,,,,,,,,31374,0.28,962.0,0.72,,,,,,,944.0,,,,,,,,,,,,
JUNBUR_clean,,Cd,Cd,130,48,40,Cd,2.0,NO3,,,,,,,,,,,,,962,1.0,,,,,,,,,14798.0,,,,,,,,,,,,
ONODOM_clean,DISORDER,Ni,Ni,130,48,28,Ni,2.0,NO3,,,,,,,,,,,,,6228,0.039,7966.0,0.117,962.0,0.843,,,,,,,,,,,,,,,,,
XUBGUY_clean,,"Zr,Si",Zr,130,48,58,Zr,4.0,Cl|O,Si,-1.0,,,,,,,,,,,6228,1.0,,,,,,,,,,,,,,,,,,,,,
XUDYOM_clean,,In, ,130,48,57,In,3.0,NO3,,,,,,,,,,,,,6228,1.0,,,,,,,,,,,,,,,,,,,,,
DUKMON_clean,,Co, ,130,72,55,Co,2.0,Ac,,,,,,,,,,,,,962,1.0,,,,,,,,,14798.0,,,,,,,,,,,,
FONPUV_clean,,Zn,Zn,130,72,49,Zn,2.0,OAc,,,,,,,,,,,,,962,1.0,,,,,,,,,,,,,,,,,,,,,
LOMMIL_clean,,Y, ,130,72,,Y,3.0,Cl,,,,,,,,,,,,,962,1.0,,,,,,,,,,,,,,,,,,,,,
QARTEK_clean,,Cd, ,130,72,,Cd,2.0,OAc,,,,,,,,,,,,,962,1.0,,,,,,,,,14797.0,25516.0,,,,,,,,,,,
TEJBOB_clean,,Ag,Ag,130,72,27,Ag,1.0,NO3,,,,,,,,,,,,,962,1.0,,,,,,,,,,,,,,,,,,,,,
TORXIJ_clean,,Cu,Cu,130,72,40,Cu,2.0,Cl,,,,,,,,,,,,,887,0.64,962.0,0.36,,,,,,,14798.0,,,,,,,,,,,,
UZIJUJ_clean,,Ce, ,130,72,60-80,Ce,3.0,NO3,,,,,,,,,,,,,962,0.81,6228.0,0.19,,,,,,,,,,,,,,,,,,,
WONBAD_clean,DISORDER,Cd,Cd,130,72,76,Cd,2.0,NO3,,,,,,,,,,,,,6228,1.0,,,,,,,,,,,,,,,,,,,,,
WOZGUP_clean,,Co, ,130,72,50,Co,2.0,OAc,,,,,,,,,,,,,962,1.0,,,,,,,,,14798.0,,,,,,,,,,,,
YILJAG_clean,,Zn,Zn,130,72,,Zn,2.0,NO3,,,,,,,,,,,,,6228,0.601,702.0,0.399,,,,,,,,,,,,,,,,,,,
ETEMEX_clean,DISORDER,Co,Co,130,96,,Co,2.0,NO3,,,,,,,,,,,,,702,0.231,962.0,0.745,6228.0,0.023,,,,,14798.0,,,,,,,,,,,,
IWELIG01_clean,,Co, ,130,96,60,Co,2.0,OAC,,,,,,,,,,,,,962,1.0,,,,,,,,,14798.0,,,,,,,,,,,,
LARPIF_clean,DISORDER,"Na,Fe", ,130,120,72,Na,1.0,OH,Fe,3.0,Cl,,,,,,,,,,6228,1.0,,,,,,,,,14798.0,,,,,,,,,,,,
BOPHEV_clean,,Cd, ,130,144,56.7,Cd,2.0,Br,,,,,,,,,,,,,6228,1.0,,,,,,,,,14923.0,,,,,,,,,,,,
BOPHIZ_clean,,Cd,Cd,130,144,86.7,Cd,2.0,Br,,,,,,,,,,,,,6228,1.0,,,,,,,,,14923.0,,,,,,,,,,,,
RULXOM_clean,,Fe, ,135,72,50,Fe,2.0,Cl,,,,,,,,,,,,,6228,0.187,679.0,0.813,,,,,,,28118.0,,,,,,,,,,,,
EZIVAM_clean,,Sr,Sr,140,12,73,Sr,2.0,CO3,,,,,,,,,,,,,6228,0.601,702.0,0.399,,,,,,,,,,,,,,,,,,,
GUVBOQ_clean,,Zn,Zn,140,72,31,Zn,2.0,NO3,,,,,,,,,,,,,962,1.0,,,,,,,,,,,,,,,,,,,,,
ECEZAO_clean,DISORDER,Ni,Ni,140,24,,Ni,2.0,NO3|H2O,,,,,,,,,,,,,962,1.0,,,,,,,,,14798.0,,,,,,,,,,,,
RESWOC_clean,,Er,Er,80,24,65,Er,3.0,NO3,,,,,,,,,,,,,6228,0.193,702.0,0.256,962.0,0.551,,,,,,,,,,,,,,,,,
RESWUI_clean,,Er,Er,80,24,43,Er,3.0,NO3,,,,,,,,,,,,,6228,0.152,702.0,0.201,962.0,0.648,,,,,,,,,,,,,,,,,
VEYVEC_clean,,Co,Co,140,24,68,Co,2.0,CH3COO,,,,,,,,,,,,,962,1.0,,,,,,,,,,,,,,,,,,,,,
KIYMIP_clean,,Ni,Ni,140,40,42,Ni,2.0,NO3,,,,,,,,,,,,,962,1.0,,,,,,,,,,,,,,,,,,,,,
DOQKAW_charged,,Cd, ,140,48,60,Cd,2.0,NO3,,,,,,,,,,,,,31374,1.0,,,,,,,,,,,,,,,,,,,,,
DUSHEG_clean,DISORDER,Ni,Ni,140,48,,Ni,2.0,NO3,,,,,,,,,,,,,31374,1.0,,,,,,,,,28118.0,,,,,,,,,,,,
DUSHIK_clean,DISORDER,Fe,Fe,140,48,,Fe,3.0,Cl,,,,,,,,,,,,,31374,1.0,,,,,,,,,28118.0,,,,,,,,,,,,
EXOTOB_clean,,Ni,Ni,140,48,50,Ni,1.0,NO3,,,,,,,,,,,,,887,0.308,962.0,0.692,,,,,,,,,,,,,,,,,,,
NEFTUP_clean,,Co, ,140,48,10,Co,2.0,NO3,,,,,,,,,,,,,962,0.632,887.0,0.368,,,,,,,944.0,,,,,,,,,,,,
QUHMOX_clean,,Gd,Gd,140,48,35,Gd,3.0,SO4,,,,,,,,,,,,,679,1.0,,,,,,,,,,,,,,,,,,,,,
QUPDEL01_clean,,Gd,Gd,140,48,∼35,Gd,3.0,NO3,,,,,,,,,,,,,962,1.0,,,,,,,,,,,,,,,,,,,,,
RUSSAA_clean,,"Cd,Co",Co,140,48,61,Cd,2.0,NO3,Co,2.0,NO3,,,,,,,,,,962,1.0,,,,,,,,,,,,,,,,,,,,,
TEVHEJ_clean,DISORDER,Ni,Ni,140,48,37,Ni,2.0,NO3,,,,,,,,,,,,,6228,1.0,,,,,,,,,,,,,,,,,,,,,
VAKLIF_clean,DISORDER,Cd, ,140,48,20,Cd,2.0,SO4,,,,,,,,,,,,,962,1.0,,,,,,,,,8471.0,,,,,,,,,,,,
VAKNAZ_clean,DISORDER,Cd,Cd,140,48,35,Cd,2.0,NO3,,,,,,,,,,,,,962,1.0,,,,,,,,,8471.0,,,,,,,,,,,,
VAKNED_clean,DISORDER,Cd,Cd,140,48,18,Cd,2.0,NO3,,,,,,,,,,,,,962,1.0,,,,,,,,,8471.0,,,,,,,,,,,,
WUDQIW_clean,,Ni,Ni,140,48,∼25,Ni,2.0,Cl,,,,,,,,,,,,,702,0.237,962.0,0.763,,,,,,,,,,,,,,,,,,,
EMIYEF_clean,,"Mo,Co",Mo,140,72,50,Mo,6.0,O,Co,2.0,NO3,,,,,,,,,,962,1.0,,,,,,,,,,,,,,,,,,,,,
GERWIL_charged,,"Zn,Si", ,140,72,21,Zn,2.0,NO3,Si,-1.0,,,,,,,,,,,702,0.841,6228.0,0.159,,,,,,,313.0,,,,,,,,,,,,
HIHFUB_clean,,"Si,Nd",Nd,140,72,35,Si,-1.0,,Nd,3.0,Cl,,,,,,,,,,962,0.681,6228.0,0.319,,,,,,,313.0,,,,,,,,,,,,
NANMAS_charged,,"Mg,La", ,140,72,52,Mg,2.0,O,La,3.0,O,,,,,,,,,,962,0.928,702.0,0.072,,,,,,,8471.0,,,,,,,,,,,,
OGUPIQ_clean,,Co,Co,140,72,2,Co,2.0,NO3|H2O,,,,,,,,,,,,,962,1.0,,,,,,,,,14798.0,,,,,,,,,,,,
QANSUV_clean,,Cu,Cu,140,72,55,Cu,2.0,NO3,,,,,,,,,,,,,6342,0.41,962.0,0.59,,,,,,,,,,,,,,,,,,,
QINSUD01_clean,DISORDER,Mn, ,140,72,,Mn,2.0,OAc,,,,,,,,,,,,,6228,0.345,887.0,0.655,,,,,,,,,,,,,,,,,,,
REYBAA_clean,,Zn, ,140,72,65,Zn,2.0,Cl,,,,,,,,,,,,,962,0.928,6228.0,0.072,,,,,,,,,,,,,,,,,,,
RUFDUT_clean,,Ni,Ni,140,72,,Ni,2.0,Ac,,,,,,,,,,,,,6228,0.19,962.0,0.81,,,,,,,,,,,,,,,,,,,
RUPTED_clean,,Cu,Cu,140,72,65,Cu,1.0,I,,,,,,,,,,,,,6342,0.172,962.0,0.828,,,,,,,176.0,,,,,,,,,,,,
SAJDIT_clean,,Tb,Tb,140,72,62,Tb,3.0,NO3,,,,,,,,,,,,,6228,0.882,13387.0,0.118,,,,,,,284.0,,,,,,,,,,,,
SEFSOM_clean,,Cd, ,140,72,,Cd,2.0,Cl,,,,,,,,,,,,,962,1.0,,,,,,,,,14798.0,,,,,,,,,,,,
UXIQOJ_clean,,Ni, ,140,72,46,Ni,2.0,CH3COO,,,,,,,,,,,,,6228,0.281,962.0,0.719,,,,,,,944.0,,,,,,,,,,,,
YOPQEB_clean,,Co,Co,140,72,57,Co,2.0,NO3,,,,,,,,,,,,,962,0.763,702.0,0.237,,,,,,,14798.0,,,,,,,,,,,,
ZALMIL_clean,,Co,Co,140,72,55,Co,2.0,Cl,,,,,,,,,,,,,962,1.0,,,,,,,,,14798.0,,,,,,,,,,,,
COWXOC_clean,,Cd,Cd,140,75,74,Cd,2.0,NO3,,,,,,,,,,,,,887,0.902,6228.0,0.053,962.0,0.045,,,,,,,,,,,,,,,,,
JEBCOJ_clean,,"Cu,Sm", ,140,80,78,Cu,2.0,O,Sm,3.0,O,,,,,,,,,,962,1.0,,,,,,,,,,,,,,,,,,,,,
HUYXOP_clean,,Ni,Ni,140,96,,Ni,2.0,NO3,,,,,,,,,,,,,6228,0.192,962.0,0.616,702.0,0.191,,,,,,,,,,,,,,,,,
HUYXUV_clean,,Co,Co,140,96,,Co,2.0,NO3,,,,,,,,,,,,,6228,0.192,962.0,0.616,702.0,0.191,,,,,284.0,,,,,,,,,,,,
LASMAV_neutral,,Co,Co,140,96,5,Co,2.0,NO3,,,,,,,,,,,,,702,1.0,,,,,,,,,8471.0,,,,,,,,,,,,
VEMDAT_clean,,Zn,Zn,140,96,75,Zn,2.0,CO3,,,,,,,,,,,,,962,1.0,,,,,,,,,,,,,,,,,,,,,
SOGXAP_clean,,Ce,Ce,140,120,,Ce,3.0,O,,,,,,,,,,,,,962,1.0,,,,,,,,,,,,,,,,,,,,,
YIPDOR_clean,,Cu,Cu,140,120,52,Cu,2.0,NO3,,,,,,,,,,,,,962,1.0,,,,,,,,,,,,,,,,,,,,,
ZIQJEQ_clean,,Cu,Cu,140,120,70,Cu,2.0,unknown|NO3,,,,,,,,,,,,,962,1.0,,,,,,,,,313.0,,,,,,,,,,,,
OHOLIH_clean,DISORDER,Zn, ,110,20,,Zn,2.0,NO3,,,,,,,,,,,,,6228,1.0,,,,,,,,,8471.0,,,,,,,,,,,,
HIQKID_clean,DISORDER,U, ,150,24,64,U,4.0,Cl,,,,,,,,,,,,,962,0.031,6228.0,0.969,,,,,,,284.0,,,,,,,,,,,,
LALFUB_clean,,Eu, ,150,24,52,Eu,3.0,O,,,,,,,,,,,,,962,1.0,,,,,,,,,944.0,,,,,,,,,,,,
PERSEM_clean,,"Zn,U","Zn,U",150,24,,Zn,2.0,,U,4.0,NO3|O,,,,,,,,,,962,1.0,,,,,,,,,,,,,,,,,,,,,
PEWFII_clean,,"Cu,U","Cu,U",150,24,,Cu,1.0,,U,4.0,NO3|O,,,,,,,,,,962,1.0,,,,,,,,,,,,,,,,,,,,,
FONKEA_clean,,Cd,Cd,150,36,62,Cd,2.0,H2O|L,,,,,,,,,,,,,6228,0.039,887.0,0.296,962.0,0.665,,,,,,,,,,,,,,,,,
DOGZIJ_clean,,Zn,Zn,150,43,,Zn,2.0,NO3|H2O,,,,,,,,,,,,,962,1.0,,,,,,,,,,,,,,,,,,,,,
HUNBIB_clean,,"As,Fe",As,150,48,,As,-1.0,O,Fe,3.0,C2O4,,,,,,,,,,962,1.0,,,,,,,,,,,,,,,,,,,,,
YUPSIM_clean,,Pr, ,150,50,5,Pr,3.0,O,,,,,,,,,,,,,962,1.0,,,,,,,,,944.0,,,,,,,,,,,,
FIHFAF_clean,,Co,Co,150,60,83,Co,2.0,NO3,,,,,,,,,,,,,6228,0.483,962.0,0.517,,,,,,,,,,,,,,,,,,,
OTAXOX_clean,,Mg, ,150,60,61,Mg,2.0,CO2CH3,,,,,,,,,,,,,6228,1.0,,,,,,,,,944.0,,,,,,,,,,,,
QOPPES_clean,,Co,Co,150,65,,Co,2.0,NO3,,,,,,,,,,,,,6228,1.0,,,,,,,,,222.0,,,,,,,,,,,,
CAHQAG_clean,DISORDER,Mn,Mn,150,72,61,Mn,2.0,OAc,,,,,,,,,,,,,962,1.0,,,,,,,,,,,,,,,,,,,,,
HUNBEX_clean,,"Zn,K",K,150,72,,Zn,2.0,O,K,1.0,,,,,,,,,,,263,0.09,962.0,0.91,,,,,,,176.0,313.0,,,,,,,,,,,
ILOJEZ_clean,,Zn, ,150,72,51,Zn,2.0,NO3,,,,,,,,,,,,,962,1.0,,,,,,,,,14798.0,,,,,,,,,,,,
ILOTOT_clean,,Co, ,150,72,40,Co,2.0,NO3,,,,,,,,,,,,,887,0.096,6342.0,0.038,962.0,0.866,,,,,14798.0,,,,,,,,,,,,
